,source,target,weight
0,0,0,0.0
1,0,1,0.0
2,0,2,0.0
3,0,3,0.0
4,0,4,0.0
5,0,5,0.0
6,0,6,0.0
7,0,7,0.0
8,0,8,0.0
9,0,9,0.0
10,0,10,0.0
11,0,11,0.0
12,0,12,0.0
13,0,13,0.0
14,0,14,0.0
15,0,15,0.0
16,0,16,0.0
17,0,17,0.0
18,0,18,0.0
19,0,19,0.0
20,0,20,0.0
21,0,21,0.0
22,0,22,0.0
23,0,23,0.0
24,0,24,0.0
25,0,25,0.0
26,0,26,0.0
27,0,27,0.0
28,0,28,0.0
29,0,29,0.0
30,0,30,0.0
31,0,31,0.0
32,0,32,0.0
33,0,33,0.0
34,0,34,0.0
35,0,35,0.0
36,0,36,0.0
37,0,37,0.0
38,0,38,0.0
39,0,39,0.0
40,0,40,0.0
41,0,41,0.0
42,0,42,0.0
43,0,43,0.0
44,0,44,0.0
45,0,45,0.0
46,0,46,0.0
47,0,47,0.0
48,0,48,0.0
49,0,49,0.0
50,0,50,0.0
51,0,51,0.0
52,0,52,0.0
53,0,53,0.0
54,0,54,0.0
55,0,55,0.0
56,0,56,0.0
57,0,57,0.0
58,0,58,0.0
59,0,59,0.0
60,0,60,0.0
61,1,0,0.0
62,1,1,0.0
63,1,2,0.0
64,1,3,0.0
65,1,4,0.0
66,1,5,0.0
67,1,6,0.0
68,1,7,0.0
69,1,8,0.0
70,1,9,0.0
71,1,10,0.0
72,1,11,0.0
73,1,12,0.0
74,1,13,0.0
75,1,14,0.0
76,1,15,0.0
77,1,16,0.0
78,1,17,0.0
79,1,18,0.0
80,1,19,0.0
81,1,20,0.0
82,1,21,0.0
83,1,22,0.0
84,1,23,0.0
85,1,24,0.0
86,1,25,0.0
87,1,26,0.0
88,1,27,0.0
89,1,28,0.0
90,1,29,0.0
91,1,30,0.0
92,1,31,0.0
93,1,32,0.0
94,1,33,0.0
95,1,34,0.0
96,1,35,0.0
97,1,36,0.0
98,1,37,0.0
99,1,38,0.0
100,1,39,0.0
101,1,40,0.0
102,1,41,0.0
103,1,42,0.0
104,1,43,0.0
105,1,44,0.0
106,1,45,0.0
107,1,46,0.0
108,1,47,0.0
109,1,48,0.0
110,1,49,0.0
111,1,50,0.0
112,1,51,0.0
113,1,52,0.0
114,1,53,0.0
115,1,54,0.0
116,1,55,0.0
117,1,56,0.0
118,1,57,0.0
119,1,58,0.0
120,1,59,0.0
121,1,60,0.0
122,2,0,0.0
123,2,1,0.0
124,2,2,0.0
125,2,3,0.0
126,2,4,0.0
127,2,5,0.0
128,2,6,0.0
129,2,7,0.0
130,2,8,0.0
131,2,9,0.0
132,2,10,0.0
133,2,11,0.0
134,2,12,0.0
135,2,13,0.0
136,2,14,0.0
137,2,15,0.0
138,2,16,0.0
139,2,17,0.0
140,2,18,0.0
141,2,19,0.0
142,2,20,0.0
143,2,21,0.0
144,2,22,0.0
145,2,23,0.0
146,2,24,0.0
147,2,25,0.0
148,2,26,0.0
149,2,27,0.0
150,2,28,0.0
151,2,29,0.0
152,2,30,0.0
153,2,31,0.0
154,2,32,0.0
155,2,33,0.0
156,2,34,0.0
157,2,35,0.0
158,2,36,0.0
159,2,37,0.0
160,2,38,0.0
161,2,39,0.0
162,2,40,0.0
163,2,41,0.0
164,2,42,0.0
165,2,43,0.0
166,2,44,0.0
167,2,45,0.0
168,2,46,0.0
169,2,47,0.0
170,2,48,0.0
171,2,49,0.0
172,2,50,0.0
173,2,51,0.0
174,2,52,0.0
175,2,53,0.0
176,2,54,0.0
177,2,55,0.0
178,2,56,0.0
179,2,57,0.0
180,2,58,0.0
181,2,59,0.0
182,2,60,0.0
183,3,0,0.0
184,3,1,0.0
185,3,2,0.0
186,3,3,0.0
187,3,4,0.0
188,3,5,0.0
189,3,6,0.0
190,3,7,0.0
191,3,8,0.0
192,3,9,0.0
193,3,10,0.0
194,3,11,0.0
195,3,12,0.0
196,3,13,0.0
197,3,14,0.0
198,3,15,0.0
199,3,16,0.0
200,3,17,0.0
201,3,18,0.0
202,3,19,0.0
203,3,20,0.0
204,3,21,0.0
205,3,22,0.0
206,3,23,0.0
207,3,24,0.0
208,3,25,0.0
209,3,26,0.0
210,3,27,0.0
211,3,28,0.0
212,3,29,0.0
213,3,30,0.0
214,3,31,0.0
215,3,32,0.0
216,3,33,0.0
217,3,34,0.0
218,3,35,0.0
219,3,36,0.0
220,3,37,0.0
221,3,38,0.0
222,3,39,0.0
223,3,40,0.0
224,3,41,0.0
225,3,42,0.0
226,3,43,0.0
227,3,44,0.0
228,3,45,0.0
229,3,46,0.0
230,3,47,0.0
231,3,48,0.0
232,3,49,0.0
233,3,50,0.0
234,3,51,0.0
235,3,52,0.0
236,3,53,0.0
237,3,54,0.0
238,3,55,0.0
239,3,56,0.0
240,3,57,0.0
241,3,58,0.0
242,3,59,0.0
243,3,60,0.0
244,4,0,0.0
245,4,1,0.0
246,4,2,0.0
247,4,3,0.0
248,4,4,0.0
249,4,5,0.0
250,4,6,0.0
251,4,7,0.0
252,4,8,0.0
253,4,9,0.0
254,4,10,0.0
255,4,11,0.0
256,4,12,0.0
257,4,13,0.0
258,4,14,0.0
259,4,15,0.0
260,4,16,0.0
261,4,17,0.0
262,4,18,0.0
263,4,19,0.0
264,4,20,0.0
265,4,21,0.0
266,4,22,0.0
267,4,23,0.0
268,4,24,0.0
269,4,25,0.0
270,4,26,0.0
271,4,27,0.0
272,4,28,0.0
273,4,29,0.0
274,4,30,0.0
275,4,31,0.0
276,4,32,0.0
277,4,33,0.0
278,4,34,0.0
279,4,35,0.0
280,4,36,0.0
281,4,37,0.0
282,4,38,0.0
283,4,39,0.0
284,4,40,0.0
285,4,41,0.0
286,4,42,0.0
287,4,43,0.0
288,4,44,0.0
289,4,45,0.0
290,4,46,0.0
291,4,47,0.0
292,4,48,0.0
293,4,49,0.0
294,4,50,0.0
295,4,51,0.0
296,4,52,0.0
297,4,53,0.0
298,4,54,0.0
299,4,55,0.0
300,4,56,0.0
301,4,57,0.0
302,4,58,0.0
303,4,59,0.0
304,4,60,0.0
305,5,0,0.0
306,5,1,0.0
307,5,2,0.0
308,5,3,0.0
309,5,4,0.0
310,5,5,0.0
311,5,6,0.0
312,5,7,0.0
313,5,8,0.0
314,5,9,0.0
315,5,10,0.0
316,5,11,0.0
317,5,12,0.0
318,5,13,0.0
319,5,14,0.0
320,5,15,0.0
321,5,16,0.0
322,5,17,0.0
323,5,18,0.0
324,5,19,0.0
325,5,20,0.0
326,5,21,0.0
327,5,22,0.0
328,5,23,0.0
329,5,24,0.0
330,5,25,0.0
331,5,26,0.0
332,5,27,0.0
333,5,28,0.0
334,5,29,0.0
335,5,30,0.0
336,5,31,0.0
337,5,32,0.0
338,5,33,0.0
339,5,34,0.0
340,5,35,0.0
341,5,36,0.0
342,5,37,0.0
343,5,38,0.0
344,5,39,0.0
345,5,40,0.0
346,5,41,0.0
347,5,42,0.0
348,5,43,0.0
349,5,44,0.0
350,5,45,0.0
351,5,46,0.0
352,5,47,0.0
353,5,48,0.0
354,5,49,0.0
355,5,50,0.0
356,5,51,0.0
357,5,52,0.0
358,5,53,0.0
359,5,54,0.0
360,5,55,0.0
361,5,56,0.0
362,5,57,0.0
363,5,58,0.0
364,5,59,0.0
365,5,60,0.0
366,6,0,0.0
367,6,1,0.0
368,6,2,0.0
369,6,3,0.0
370,6,4,0.0
371,6,5,0.0
372,6,6,0.0
373,6,7,0.0
374,6,8,0.0
375,6,9,0.0
376,6,10,0.0
377,6,11,0.0
378,6,12,0.0
379,6,13,0.0
380,6,14,0.0
381,6,15,0.0
382,6,16,0.0
383,6,17,0.0
384,6,18,0.0
385,6,19,0.0
386,6,20,0.0
387,6,21,0.0
388,6,22,0.0
389,6,23,0.0
390,6,24,0.0
391,6,25,0.0
392,6,26,0.0
393,6,27,0.0
394,6,28,0.0
395,6,29,0.0
396,6,30,0.0
397,6,31,0.0
398,6,32,0.0
399,6,33,0.0
400,6,34,0.0
401,6,35,0.0
402,6,36,0.0
403,6,37,0.0
404,6,38,0.0
405,6,39,0.0
406,6,40,0.0
407,6,41,0.0
408,6,42,0.0
409,6,43,0.0
410,6,44,0.0
411,6,45,0.0
412,6,46,0.0
413,6,47,0.0
414,6,48,0.0
415,6,49,0.0
416,6,50,0.0
417,6,51,0.0
418,6,52,0.0
419,6,53,0.0
420,6,54,0.0
421,6,55,0.0
422,6,56,0.0
423,6,57,0.0
424,6,58,0.0
425,6,59,0.0
426,6,60,0.0
427,7,0,0.0
428,7,1,0.0
429,7,2,0.0
430,7,3,0.0
431,7,4,0.0
432,7,5,0.0
433,7,6,0.0
434,7,7,0.0
435,7,8,0.0
436,7,9,0.0
437,7,10,0.0
438,7,11,0.0
439,7,12,0.0
440,7,13,0.0
441,7,14,0.0
442,7,15,0.0
443,7,16,0.0
444,7,17,0.0
445,7,18,0.0
446,7,19,0.0
447,7,20,0.0
448,7,21,0.0
449,7,22,0.0
450,7,23,0.0
451,7,24,0.0
452,7,25,0.0
453,7,26,0.0
454,7,27,0.0
455,7,28,0.0
456,7,29,0.0
457,7,30,0.0
458,7,31,0.0
459,7,32,0.0
460,7,33,0.0
461,7,34,0.0
462,7,35,0.0
463,7,36,0.0
464,7,37,0.0
465,7,38,0.0
466,7,39,0.0
467,7,40,0.0
468,7,41,0.0
469,7,42,0.0
470,7,43,0.0
471,7,44,0.0
472,7,45,0.0
473,7,46,0.0
474,7,47,0.0
475,7,48,0.0
476,7,49,0.0
477,7,50,0.0
478,7,51,0.0
479,7,52,0.0
480,7,53,0.0
481,7,54,0.0
482,7,55,0.0
483,7,56,0.0
484,7,57,0.0
485,7,58,0.0
486,7,59,0.0
487,7,60,0.0
488,8,0,0.0
489,8,1,0.0
490,8,2,0.0
491,8,3,0.0
492,8,4,0.0
493,8,5,0.0
494,8,6,0.0
495,8,7,0.0
496,8,8,0.0
497,8,9,0.0
498,8,10,0.0
499,8,11,0.0
500,8,12,0.0
501,8,13,0.0
502,8,14,0.0
503,8,15,0.0
504,8,16,0.0
505,8,17,0.0
506,8,18,0.0
507,8,19,0.0
508,8,20,0.0
509,8,21,0.0
510,8,22,0.0
511,8,23,0.0
512,8,24,0.0
513,8,25,0.0
514,8,26,0.0
515,8,27,0.0
516,8,28,0.0
517,8,29,0.0
518,8,30,0.0
519,8,31,0.0
520,8,32,0.0
521,8,33,0.0
522,8,34,0.0
523,8,35,0.0
524,8,36,0.0
525,8,37,0.0
526,8,38,0.0
527,8,39,0.0
528,8,40,0.0
529,8,41,0.0
530,8,42,0.0
531,8,43,0.0
532,8,44,0.0
533,8,45,0.0
534,8,46,0.0
535,8,47,0.0
536,8,48,0.0
537,8,49,0.0
538,8,50,0.0
539,8,51,0.0
540,8,52,0.0
541,8,53,0.0
542,8,54,0.0
543,8,55,0.0
544,8,56,0.0
545,8,57,0.0
546,8,58,0.0
547,8,59,0.0
548,8,60,0.0
549,9,0,0.0
550,9,1,0.0
551,9,2,0.0
552,9,3,0.0
553,9,4,0.0
554,9,5,0.0
555,9,6,0.0
556,9,7,0.0
557,9,8,0.0
558,9,9,0.0
559,9,10,0.0
560,9,11,0.0
561,9,12,0.0
562,9,13,0.0
563,9,14,0.0
564,9,15,0.0
565,9,16,0.0
566,9,17,0.0
567,9,18,0.0
568,9,19,0.0
569,9,20,0.0
570,9,21,0.0
571,9,22,0.0
572,9,23,0.0
573,9,24,0.0
574,9,25,0.0
575,9,26,0.0
576,9,27,0.0
577,9,28,0.0
578,9,29,0.0
579,9,30,0.0
580,9,31,0.0
581,9,32,0.0
582,9,33,0.0
583,9,34,0.0
584,9,35,0.0
585,9,36,0.0
586,9,37,0.0
587,9,38,0.0
588,9,39,0.0
589,9,40,0.0
590,9,41,0.0
591,9,42,0.0
592,9,43,0.0
593,9,44,0.0
594,9,45,0.0
595,9,46,0.0
596,9,47,0.0
597,9,48,0.0
598,9,49,0.0
599,9,50,0.0
600,9,51,0.0
601,9,52,0.0
602,9,53,0.0
603,9,54,0.0
604,9,55,0.0
605,9,56,0.0
606,9,57,0.0
607,9,58,0.0
608,9,59,0.0
609,9,60,0.0
610,10,0,0.0
611,10,1,0.0
612,10,2,0.0
613,10,3,0.0
614,10,4,0.0
615,10,5,0.0
616,10,6,0.0
617,10,7,0.0
618,10,8,0.0
619,10,9,0.0
620,10,10,0.0
621,10,11,0.0
622,10,12,0.0
623,10,13,0.0
624,10,14,0.0
625,10,15,0.0
626,10,16,0.0
627,10,17,0.0
628,10,18,0.0
629,10,19,0.0
630,10,20,0.0
631,10,21,0.0
632,10,22,0.0
633,10,23,0.0
634,10,24,0.0
635,10,25,0.0
636,10,26,0.0
637,10,27,0.0
638,10,28,0.0
639,10,29,0.0
640,10,30,0.0
641,10,31,0.0
642,10,32,0.0
643,10,33,0.0
644,10,34,0.0
645,10,35,0.0
646,10,36,0.0
647,10,37,0.0
648,10,38,0.0
649,10,39,0.0
650,10,40,0.0
651,10,41,0.0
652,10,42,0.0
653,10,43,0.0
654,10,44,0.0
655,10,45,0.0
656,10,46,0.0
657,10,47,0.0
658,10,48,0.0
659,10,49,0.0
660,10,50,0.0
661,10,51,0.0
662,10,52,0.0
663,10,53,0.0
664,10,54,0.0
665,10,55,0.0
666,10,56,0.0
667,10,57,0.0
668,10,58,0.0
669,10,59,0.0
670,10,60,0.0
671,11,0,0.0
672,11,1,0.0
673,11,2,0.0
674,11,3,0.0
675,11,4,0.0
676,11,5,0.0
677,11,6,0.0
678,11,7,0.0
679,11,8,0.0
680,11,9,0.0
681,11,10,0.0
682,11,11,0.0
683,11,12,0.0
684,11,13,0.0
685,11,14,0.0
686,11,15,0.0
687,11,16,0.0
688,11,17,0.0
689,11,18,0.0
690,11,19,0.0
691,11,20,0.0
692,11,21,0.0
693,11,22,0.0
694,11,23,0.0
695,11,24,0.0
696,11,25,0.0
697,11,26,0.0
698,11,27,0.0
699,11,28,0.0
700,11,29,0.0
701,11,30,0.0
702,11,31,0.0
703,11,32,0.0
704,11,33,0.0
705,11,34,0.0
706,11,35,0.0
707,11,36,0.0
708,11,37,0.0
709,11,38,0.0
710,11,39,0.0
711,11,40,0.0
712,11,41,0.0
713,11,42,0.0
714,11,43,0.0
715,11,44,0.0
716,11,45,0.0
717,11,46,0.0
718,11,47,0.0
719,11,48,0.0
720,11,49,0.0
721,11,50,0.0
722,11,51,0.0
723,11,52,0.0
724,11,53,0.0
725,11,54,0.0
726,11,55,0.0
727,11,56,0.0
728,11,57,0.0
729,11,58,0.0
730,11,59,0.0
731,11,60,0.0
732,12,0,0.0
733,12,1,0.0
734,12,2,0.0
735,12,3,0.0
736,12,4,0.0
737,12,5,0.0
738,12,6,0.0
739,12,7,0.0
740,12,8,0.0
741,12,9,0.0
742,12,10,0.0
743,12,11,0.0
744,12,12,0.0
745,12,13,0.0
746,12,14,0.0
747,12,15,0.0
748,12,16,0.0
749,12,17,0.0
750,12,18,0.0
751,12,19,0.0
752,12,20,0.0
753,12,21,0.0
754,12,22,0.0
755,12,23,0.0
756,12,24,0.0
757,12,25,0.0
758,12,26,0.0
759,12,27,0.0
760,12,28,0.0
761,12,29,0.0
762,12,30,0.0
763,12,31,0.0
764,12,32,0.0
765,12,33,0.0
766,12,34,0.0
767,12,35,0.0
768,12,36,0.0
769,12,37,0.0
770,12,38,0.0
771,12,39,0.0
772,12,40,0.0
773,12,41,0.0
774,12,42,0.0
775,12,43,0.0
776,12,44,0.0
777,12,45,0.0
778,12,46,0.0
779,12,47,0.0
780,12,48,0.0
781,12,49,0.0
782,12,50,0.0
783,12,51,0.0
784,12,52,0.0
785,12,53,0.0
786,12,54,0.0
787,12,55,0.0
788,12,56,0.0
789,12,57,0.0
790,12,58,0.0
791,12,59,0.0
792,12,60,0.0
793,13,0,0.0
794,13,1,0.0
795,13,2,0.0
796,13,3,0.0
797,13,4,0.0
798,13,5,0.0
799,13,6,0.0
800,13,7,0.0
801,13,8,0.0
802,13,9,0.0
803,13,10,0.0
804,13,11,0.0
805,13,12,0.0
806,13,13,0.0
807,13,14,0.0
808,13,15,0.0
809,13,16,0.0
810,13,17,0.0
811,13,18,0.0
812,13,19,0.0
813,13,20,0.0
814,13,21,0.0
815,13,22,0.0
816,13,23,0.0
817,13,24,0.0
818,13,25,0.0
819,13,26,0.0
820,13,27,0.0
821,13,28,0.0
822,13,29,0.0
823,13,30,0.0
824,13,31,0.0
825,13,32,0.0
826,13,33,0.0
827,13,34,0.0
828,13,35,0.0
829,13,36,0.0
830,13,37,0.0
831,13,38,0.0
832,13,39,0.0
833,13,40,0.0
834,13,41,0.0
835,13,42,0.0
836,13,43,0.0
837,13,44,0.0
838,13,45,0.0
839,13,46,0.0
840,13,47,0.0
841,13,48,0.0
842,13,49,0.0
843,13,50,0.0
844,13,51,0.0
845,13,52,0.0
846,13,53,0.0
847,13,54,0.0
848,13,55,0.0
849,13,56,0.0
850,13,57,0.0
851,13,58,0.0
852,13,59,0.0
853,13,60,0.0
854,14,0,0.0
855,14,1,0.0
856,14,2,0.0
857,14,3,0.0
858,14,4,0.0
859,14,5,0.0
860,14,6,0.0
861,14,7,0.0
862,14,8,0.0
863,14,9,0.0
864,14,10,0.0
865,14,11,0.0
866,14,12,0.0
867,14,13,0.0
868,14,14,0.0
869,14,15,0.0
870,14,16,0.0
871,14,17,0.0
872,14,18,0.0
873,14,19,0.0
874,14,20,0.0
875,14,21,0.0
876,14,22,0.0
877,14,23,0.0
878,14,24,0.0
879,14,25,0.0
880,14,26,0.0
881,14,27,0.0
882,14,28,0.0
883,14,29,0.0
884,14,30,0.0
885,14,31,0.0
886,14,32,0.0
887,14,33,0.0
888,14,34,0.0
889,14,35,0.0
890,14,36,0.0
891,14,37,0.0
892,14,38,0.0
893,14,39,0.0
894,14,40,0.0
895,14,41,0.0
896,14,42,0.0
897,14,43,0.0
898,14,44,0.0
899,14,45,0.0
900,14,46,0.0
901,14,47,0.0
902,14,48,0.0
903,14,49,0.0
904,14,50,0.0
905,14,51,0.0
906,14,52,0.0
907,14,53,0.0
908,14,54,0.0
909,14,55,0.0
910,14,56,0.0
911,14,57,0.0
912,14,58,0.0
913,14,59,0.0
914,14,60,0.0
915,15,0,0.0
916,15,1,0.0
917,15,2,0.0
918,15,3,0.0
919,15,4,0.0
920,15,5,0.0
921,15,6,0.0
922,15,7,0.0
923,15,8,0.0
924,15,9,0.0
925,15,10,0.0
926,15,11,0.0
927,15,12,0.0
928,15,13,0.0
929,15,14,0.0
930,15,15,0.0
931,15,16,0.0
932,15,17,0.0
933,15,18,0.0
934,15,19,0.0
935,15,20,0.0
936,15,21,0.0
937,15,22,0.0
938,15,23,0.0
939,15,24,0.0
940,15,25,0.0
941,15,26,0.0
942,15,27,0.0
943,15,28,0.0
944,15,29,0.0
945,15,30,0.0
946,15,31,0.0
947,15,32,0.0
948,15,33,0.0
949,15,34,0.0
950,15,35,0.0
951,15,36,0.0
952,15,37,0.0
953,15,38,0.0
954,15,39,0.0
955,15,40,0.0
956,15,41,0.0
957,15,42,0.0
958,15,43,0.0
959,15,44,0.0
960,15,45,0.0
961,15,46,0.0
962,15,47,0.0
963,15,48,0.0
964,15,49,0.0
965,15,50,0.0
966,15,51,0.0
967,15,52,0.0
968,15,53,0.0
969,15,54,0.0
970,15,55,0.0
971,15,56,0.0
972,15,57,0.0
973,15,58,0.0
974,15,59,0.0
975,15,60,0.0
976,16,0,0.0
977,16,1,0.0
978,16,2,0.0
979,16,3,0.0
980,16,4,0.0
981,16,5,0.0
982,16,6,0.0
983,16,7,0.0
984,16,8,0.0
985,16,9,0.0
986,16,10,0.0
987,16,11,0.0
988,16,12,0.0
989,16,13,0.0
990,16,14,0.0
991,16,15,0.0
992,16,16,0.0
993,16,17,0.0
994,16,18,0.0
995,16,19,0.0
996,16,20,0.0
997,16,21,0.0
998,16,22,0.0
999,16,23,0.0
1000,16,24,0.0
1001,16,25,0.0
1002,16,26,0.0
1003,16,27,0.0
1004,16,28,0.0
1005,16,29,0.0
1006,16,30,0.0
1007,16,31,0.0
1008,16,32,0.0
1009,16,33,0.0
